   3.6206491e+00   4.3371925e+00   4.5702629e+00   4.7300242e+00   4.8587200e+00   4.9429065e+00   4.9476766e+00   4.8267321e+00   4.8238637e+00   4.7282484e+00   4.5309746e+00   4.5049904e+00   4.4914738e+00   4.4690699e+00   4.4635656e+00   4.4460450e+00   4.4392672e+00   4.4313460e+00
   2.9941976e+00   3.0216669e+00   3.0015425e+00   2.9955970e+00   2.9804991e+00   2.9726604e+00   2.9621095e+00   2.9621095e+00   2.9572871e+00   2.9518036e+00   2.9424281e+00   2.9424281e+00   2.9424281e+00   2.9424281e+00   2.9395811e+00   2.9383307e+00   2.9383307e+00   2.9383307e+00
   2.8409918e+00   2.8470273e+00   2.8473698e+00   2.8509150e+00   2.8509150e+00   2.8509150e+00   2.8509150e+00   2.8509150e+00   2.8525164e+00   2.8539314e+00   2.8553308e+00   2.8553308e+00   2.8570354e+00   2.8570354e+00   2.8570354e+00   2.8585082e+00   2.8600635e+00   2.8615615e+00
   2.7884698e+00   2.7914119e+00   2.7958952e+00   2.7973605e+00   2.8056990e+00   2.8073530e+00   2.8106988e+00   2.8106988e+00   2.8106988e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00   2.8136841e+00
   2.7807395e+00   2.7823625e+00   2.7837180e+00   2.7837180e+00   2.7852241e+00   2.7910923e+00   2.7974876e+00   2.8038750e+00   2.8055281e+00   2.8071461e+00   2.8088720e+00   2.8083273e+00   2.8088720e+00   2.8104967e+00   2.8104967e+00   2.8118552e+00   2.8118552e+00   2.8118552e+00
   2.7677408e+00   2.7785606e+00   2.7801824e+00   2.7801824e+00   2.7801824e+00   2.7801824e+00   2.7815366e+00   2.7848043e+00   2.7925357e+00   2.7940856e+00   2.7957285e+00   2.8018811e+00   2.8018811e+00   2.8036021e+00   2.8052192e+00   2.8066711e+00   2.8066711e+00   2.8066711e+00
   2.7577434e+00   2.7747264e+00   2.7779686e+00   2.7779686e+00   2.7779686e+00   2.7779686e+00   2.7779686e+00   2.7825868e+00   2.7825868e+00   2.7903120e+00   2.7918606e+00   2.7935023e+00   2.7982068e+00   2.7996499e+00   2.7996499e+00   2.8013698e+00   2.8029857e+00   2.8044363e+00
   2.7568874e+00   2.7706715e+00   2.7753538e+00   2.7753538e+00   2.7753538e+00   2.7753538e+00   2.7753538e+00   2.7793176e+00   2.7833314e+00   2.7892326e+00   2.7908728e+00   2.7940493e+00   2.7955730e+00   2.7987331e+00   2.7987331e+00   2.8003476e+00   2.8017967e+00   2.8017967e+00
   2.7542931e+00   2.7666214e+00   2.7727420e+00   2.7727420e+00   2.7727420e+00   2.7727420e+00   2.7727420e+00   2.7759983e+00   2.7807124e+00   2.7858612e+00   2.7866076e+00   2.7882464e+00   2.7899530e+00   2.7929422e+00   2.7943823e+00   2.7960994e+00   2.7977125e+00   2.7977125e+00
   2.7545146e+00   2.7666422e+00   2.7696997e+00   2.7696997e+00   2.7696997e+00   2.7714233e+00   2.7746834e+00   2.7792009e+00   2.7851871e+00   2.7868921e+00   2.7898778e+00   2.7915916e+00   2.7930317e+00   2.7946431e+00   2.7946431e+00   2.7977067e+00   2.7977067e+00   2.7977067e+00
   2.7531614e+00   2.7636428e+00   2.7666969e+00   2.7666969e+00   2.7666969e+00   2.7684190e+00   2.7716758e+00   2.7748337e+00   2.7806564e+00   2.7838709e+00   2.7838709e+00   2.7885654e+00   2.7885654e+00   2.7900039e+00   2.7916136e+00   2.7916136e+00   2.7916136e+00   2.7946738e+00
   2.7542905e+00   2.7632354e+00   2.7632354e+00   2.7632354e+00   2.7666810e+00   2.7713627e+00   2.7803883e+00   2.7820950e+00   2.7850770e+00   2.7865134e+00   2.7881212e+00   2.7897338e+00   2.7911776e+00   2.7911776e+00   2.7911776e+00   2.7911776e+00   2.7911776e+00   2.7928946e+00
