   3.9014496e+00   5.3251723e+00   5.8376123e+00   6.0902691e+00   6.2842039e+00   6.4529704e+00   6.5948769e+00   6.7219131e+00   6.8321967e+00   6.9374861e+00   7.0318349e+00   7.1179813e+00   7.1937569e+00   7.2693149e+00   7.3348278e+00   7.3991203e+00   7.4643401e+00   7.5227106e+00
   4.1581930e+00   5.5873859e+00   6.0985129e+00   6.3573076e+00   6.5502584e+00   6.7165909e+00   6.8566128e+00   6.9844696e+00   7.0967136e+00   7.2081654e+00   7.2993753e+00   7.3952243e+00   7.4729236e+00   7.5479308e+00   7.6159928e+00   7.6796151e+00   7.7447611e+00   7.8020809e+00
   4.3872664e+00   5.8239396e+00   6.3472290e+00   6.6028549e+00   6.8030982e+00   6.9693557e+00   7.1165956e+00   7.2439355e+00   7.3648496e+00   7.4753656e+00   7.5688895e+00   7.6574091e+00   7.7357771e+00   7.8122471e+00   7.8818467e+00   7.9466026e+00   8.0080239e+00   8.0631022e+00
   4.6422145e+00   6.0794891e+00   6.6130756e+00   6.8580225e+00   7.0593763e+00   7.2280608e+00   7.3747439e+00   7.5081415e+00   7.6283451e+00   7.7314310e+00   7.8277056e+00   7.9208844e+00   8.0011727e+00   8.0769198e+00   8.1465167e+00   8.2200843e+00   8.2792440e+00   8.3389407e+00
   4.8765389e+00   6.3128501e+00   6.8552092e+00   7.1072482e+00   7.3080673e+00   7.4829972e+00   7.6323184e+00   7.7682934e+00   7.8827806e+00   7.9849953e+00   8.0808847e+00   8.1702991e+00   8.2495782e+00   8.3261413e+00   8.4021818e+00   8.4696749e+00   8.5342832e+00   8.5929679e+00
   5.1284350e+00   6.5715459e+00   7.1138331e+00   7.3626431e+00   7.5599455e+00   7.7352050e+00   7.8893343e+00   8.0192471e+00   8.1354386e+00   8.2422451e+00   8.3358825e+00   8.4254619e+00   8.5090229e+00   8.5865371e+00   8.6588402e+00   8.7308520e+00   8.8012957e+00   8.8603025e+00
   5.3640506e+00   6.8002025e+00   7.3551636e+00   7.6054727e+00   7.8135660e+00   7.9812670e+00   8.1339118e+00   8.2624261e+00   8.3792320e+00   8.4842794e+00   8.5789403e+00   8.6698167e+00   8.7601300e+00   8.8366486e+00   8.9106209e+00   8.9762318e+00   9.0429677e+00   9.1055353e+00
   5.6204419e+00   7.0601062e+00   7.6068225e+00   7.8544976e+00   8.0618073e+00   8.2342608e+00   8.3819046e+00   8.5123648e+00   8.6290351e+00   8.7336689e+00   8.8312889e+00   8.9297007e+00   9.0135066e+00   9.0893066e+00   9.1651023e+00   9.2373137e+00   9.3008471e+00   9.3593195e+00
   5.8546306e+00   7.2881421e+00   7.8461978e+00   8.1033953e+00   8.2997683e+00   8.4769797e+00   8.6225345e+00   8.7521189e+00   8.8672323e+00   8.9794029e+00   9.0746548e+00   9.1717454e+00   9.2519040e+00   9.3313087e+00   9.4045891e+00   9.4765930e+00   9.5453831e+00   9.6068021e+00
   6.1073125e+00   7.5410565e+00   8.0968156e+00   8.3471716e+00   8.5532053e+00   8.7251531e+00   8.8681480e+00   8.9968469e+00   9.1213184e+00   9.2276168e+00   9.3273743e+00   9.4171336e+00   9.5037675e+00   9.5795231e+00   9.6520679e+00   9.7295891e+00   9.7921140e+00   9.8511184e+00
   6.3393933e+00   7.7734477e+00   8.3356741e+00   8.5902185e+00   8.7953453e+00   8.9596093e+00   9.1050360e+00   9.2373420e+00   9.3593370e+00   9.4644707e+00   9.5600020e+00   9.6539423e+00   9.7388909e+00   9.8209637e+00   9.8960124e+00   9.9623364e+00   1.0028959e+01   1.0089723e+01
   6.5931882e+00   7.5888256e+00   8.5844629e+00   8.8354712e+00   9.0370029e+00   9.2038283e+00   9.3473247e+00   9.4865989e+00   9.6002412e+00   9.7062307e+00   9.8132333e+00   9.8990174e+00   9.9865048e+00   1.0064275e+01   1.0137863e+01   1.0205384e+01   1.0266236e+01   1.0324764e+01
